unsat_SMILE,sat_SMILE,delta_H,nH2,pH2
CN1C(CC1C#C)C#C,CN1C(CC1CC)CC,140.5522043,4,6.341708047
CN1C(CC1C#N)C#C,CN1C(CC1CN)CC,105.0049034,4,6.292449389
CN1C(CC1C#N)C#N,CN1C(CC1CN)CN,65.41367613,4,6.243950056
NC1C(CC1C#N)C#N,NC1C(CC1CN)CN,57.38424075,4,6.243950056
NC1C(NC1C#N)C#C,NC1C(NC1CN)CC,108.5256989,4,6.243950056
NC1C(NC1C#N)C#N,NC1C(NC1CN)CN,69.717527,4,6.196192627
NC1C(OC1C#N)C#C,NC1C(OC1CN)CC,109.1860121,4,6.196727589
NC1C(OC1C#N)C#N,NC1C(OC1CN)CN,71.560628,4,6.149687078
OC1C(CC1C#C)C#C,OC1C(CC1CC)CC,140.0605794,4,6.293001101
OC1C(CC1C#N)C#C,OC1C(CC1CN)CC,104.1253609,4,6.244493297
OC1C(CC1C#N)C#N,OC1C(CC1CN)CN,62.14099038,4,6.196727589
OC1C(NC1C#C)C#C,OC1C(NC1CC)CC,141.8498576,4,6.244493297
OC1C(NC1C#N)C#C,OC1C(NC1CN)CC,104.3222734,4,6.196727589
OC1C(NC1C#N)C#N,OC1C(NC1CN)CN,71.4109745,4,6.149687078
OC1C(OC1C#C)C#C,OC1C(OC1CC)CC,150.3978292,4,6.197262643
OC1C(OC1C#N)C#C,OC1C(OC1CN)CC,109.9913843,4,6.150214039
OC1C(OC1C#N)C#N,OC1C(OC1CN)CN,74.21303938,4,6.103874423
CC1C=C(CC1=O)C#C,CC1CC(CC1O)CC,107.256926,4,6.293001101
CC1C=C(CC1=O)C#N,CC1CC(CC1O)CN,68.61284788,4,6.244493297
CC1C=C(NC1=O)C#C,CC1CC(NC1O)CC,95.82681175,4,6.244493297
CC1C=C(NC1=O)C#N,CC1CC(NC1O)CN,60.50333475,4,6.196727589
CC1N=C(NC1=N)C#C,CC1NC(NC1N)CC,96.970217,4,6.243950056
CC1N=C(NC1=N)C#N,CC1NC(NC1N)CN,63.38022638,4,6.196192627
CC1N=C(NC1=O)C#C,CC1NC(NC1O)CC,88.00741638,4,6.196727589
CC1N=C(OC1=O)C#C,CC1NC(OC1O)CC,94.89279013,4,6.150214039
CN1C=C(CC1=O)C#C,CN1CC(CC1O)CC,90.46488438,4,6.244493297
CN1C=C(CC1=O)C#N,CN1CC(CC1O)CN,51.5831985,4,6.196727589
NC1C=C(NC1=O)C#N,NC1CC(NC1O)CN,62.40485313,4,6.149687078
OC1C=C(CC1=O)C#C,OC1CC(CC1O)CC,109.1702591,4,6.197262643
OC1C=C(CC1=O)C#N,OC1CC(CC1O)CN,73.8211835,4,6.150214039
OC1C=C(NC1=N)C#C,OC1CC(NC1N)CC,108.0104445,4,6.196727589
OC1C=C(NC1=N)C#N,OC1CC(NC1N)CN,73.345968,4,6.149687078
OC1C=C(NC1=O)C#C,OC1CC(NC1O)CC,100.687925,4,6.150214039
OC1C=C(NC1=O)C#N,OC1CC(NC1O)CN,65.70707575,4,6.103874423
CC1C=CC(=O)C1C#C,CC1CCC(O)C1CC,107.2057288,4,6.293001101
CC1C=CC(=O)C1C#N,CC1CCC(O)C1CN,69.370961,4,6.244493297
CN1C=CC(=O)C1C#C,CN1CCC(O)C1CC,104.8086473,4,6.244493297
OC1C=CC(=O)C1C#C,OC1CCC(O)C1CC,111.8902771,4,6.197262643
OC1C=CC(=O)C1C#N,OC1CCC(O)C1CN,71.41753825,4,6.150214039
CC1C=CC(C#C)C1=O,CC1CCC(CC)C1O,113.5207126,4,6.293001101
CC1C=CC(C#N)C1=O,CC1CCC(CN)C1O,76.638345,4,6.244493297
CN1C=CC(C#C)C1=O,CN1CCC(CC)C1O,98.85466962,4,6.244493297
CN1C=NC(C#C)C1=N,CN1CNC(CC)C1N,100.5212058,4,6.243950056
CN1C=NC(C#C)C1=O,CN1CNC(CC)C1O,89.48688562,4,6.196727589
OC1C=CC(C#C)C1=O,OC1CCC(CC)C1O,107.0422914,4,6.197262643
OC1C=CC(C#N)C1=O,OC1CCC(CN)C1O,78.02067075,4,6.150214039
CC1CC(=O)C(=C1)C#C,CC1CC(O)C(C1)CC,104.8906941,4,6.293001101
CC1CC(=O)C(=C1)C#N,CC1CC(O)C(C1)CN,66.75530663,4,6.244493297
CC1NC(=O)C(=C1)C#C,CC1NC(O)C(C1)CC,93.5439395,4,6.244493297
CC1NC(=O)C(=C1)C#N,CC1NC(O)C(C1)CN,54.65437713,4,6.196727589
CC1OC(=N)C(=C1)C#C,CC1OC(N)C(C1)CC,110.7481846,4,6.244493297
CC1OC(=N)C(=C1)C#N,CC1OC(N)C(C1)CN,69.86783688,4,6.196727589
CC1OC(=O)C(=C1)C#C,CC1OC(O)C(C1)CC,97.584584,4,6.197262643
CC1OC(=O)C(=C1)C#N,CC1OC(O)C(C1)CN,62.88466325,4,6.150214039
OC1CC(=O)C(=C1)C#C,OC1CC(O)C(C1)CC,109.3376348,4,6.197262643
OC1CC(=O)C(=C1)C#N,OC1CC(O)C(C1)CN,70.41984825,4,6.150214039
CC1CC(=O)C=C1C#C,CC1CC(O)CC1CC,103.843776,4,6.293001101
CC1CC(=O)C=C1C#N,CC1CC(O)CC1CN,65.16491,4,6.244493297
CC1NC(=O)C=C1C#C,CC1NC(O)CC1CC,91.39168587,4,6.244493297
CC1OC(=N)C=C1C#C,CC1OC(N)CC1CC,104.3472156,4,6.244493297
CC1OC(=N)C=C1C#N,CC1OC(N)CC1CN,66.36082525,4,6.196727589
OC1CC(=O)C=C1C#C,OC1CC(O)CC1CC,104.8854431,4,6.197262643
OC1CC(=O)C=C1C#N,OC1CC(O)CC1CN,67.63878738,4,6.150214039
CC1CC(=CC1=O)C#C,CC1CC(CC1O)CC,103.376437,4,6.293001101
CC1CC(=CC1=O)C#N,CC1CC(CC1O)CN,66.17375838,4,6.244493297
CN1CC(=CC1=O)C#C,CN1CC(CC1O)CC,90.642762,4,6.244493297
OC1CC(=CC1=O)C#C,OC1CC(CC1O)CC,104.3248989,4,6.197262643
OC1CC(=CC1=O)C#N,OC1CC(CC1O)CN,70.36668187,4,6.150214039
CC1CC(C#C)C1C#C,CC1CC(CC)C1CC,140.6040579,4,6.391744006
CC1CC(C#C)C1C#N,CC1CC(CC)C1CN,100.9327529,4,6.341708047
CC1CC(C#N)C1C#C,CC1CC(CN)C1CC,100.1700451,4,6.341708047
CC1CC(C#N)C1C#N,CC1CC(CN)C1CN,60.58209975,4,6.292449389
CC1NC(C#C)C1C#N,CC1NC(CC)C1CN,101.3226396,4,6.292449389
CC1NC(C#N)C1C#C,CC1NC(CN)C1CC,104.2284118,4,6.292449389
CC1NC(C#N)C1C#N,CC1NC(CN)C1CN,66.15669263,4,6.243950056
CC1OC(C#C)C1C#C,CC1OC(CC)C1CC,147.2393527,4,6.293001101
CC1OC(C#C)C1C#N,CC1OC(CC)C1CN,104.3052076,4,6.244493297
CC1OC(C#N)C1C#C,CC1OC(CN)C1CC,101.633105,4,6.244493297
CC1OC(C#N)C1C#N,CC1OC(CN)C1CN,70.62004263,4,6.196727589
CN1CC(C#C)C1C#C,CN1CC(CC)C1CC,147.2071904,4,6.341708047
CN1CC(C#C)C1C#N,CN1CC(CC)C1CN,105.3967593,4,6.292449389
CN1CC(C#N)C1C#C,CN1CC(CN)C1CC,103.4046611,4,6.292449389
CN1CC(C#N)C1C#N,CN1CC(CN)C1CN,68.44612863,4,6.243950056
NC1CC(C#N)C1C#N,NC1CC(CN)C1CN,62.29852038,4,6.243950056
OC1CC(C#C)C1C#C,OC1CC(CC)C1CC,141.6234083,4,6.293001101
OC1CC(C#C)C1C#N,OC1CC(CC)C1CN,98.9682225,4,6.244493297
OC1CC(C#N)C1C#C,OC1CC(CN)C1CC,102.3465846,4,6.244493297
OC1CC(C#N)C1C#N,OC1CC(CN)C1CN,63.46227325,4,6.196727589
CC1CC(C1)(C#C)C#C,CC1CC(C1)(CC)CC,144.9052832,4,6.391744006
CC1CC(C1)(C#C)C#N,CC1CC(C1)(CC)CN,105.104016,4,6.341708047
CC1CC(C1)(C#N)C#N,CC1CC(C1)(CN)CN,66.14290875,4,6.292449389
CC1CC(N1)(C#C)C#N,CC1CC(N1)(CC)CN,108.5421083,4,6.292449389
CC1CC(N1)(C#N)C#N,CC1CC(N1)(CN)CN,72.77492175,4,6.243950056
CC1CC(O1)(C#C)C#C,CC1CC(O1)(CC)CC,152.1752928,4,6.293001101
CC1CC(O1)(C#C)C#N,CC1CC(O1)(CC)CN,113.8804061,4,6.244493297
CC1CC(O1)(C#N)C#N,CC1CC(O1)(CN)CN,78.32588512,4,6.196727589
CN1CC(C1)(C#C)C#C,CN1CC(C1)(CC)CC,145.7631654,4,6.341708047
CN1CC(C1)(C#C)C#N,CN1CC(C1)(CC)CN,105.4525511,4,6.292449389
CN1CC(C1)(C#N)C#N,CN1CC(C1)(CN)CN,68.90427837,4,6.243950056
OC1CC(C1)(C#C)C#C,OC1CC(C1)(CC)CC,143.3070101,4,6.293001101
OC1CC(C1)(C#C)C#N,OC1CC(C1)(CC)CN,103.4309161,4,6.244493297
OC1CC(C1)(C#N)C#N,OC1CC(C1)(CN)CN,68.21771012,4,6.196727589
CC1CC(C1)C#CC#C,CC1CC(C1)CCCC,136.3041453,4,6.391744006
CC1CC(C1)C#CC#N,CC1CC(C1)CCCN,99.01613788,4,6.341708047
CC1CC(O1)C#CC#C,CC1CC(O1)CCCC,140.7464912,4,6.293001101
CC1CC(O1)C#CC#N,CC1CC(O1)CCCN,104.7075655,4,6.244493297
CN1CC(C1)C#CC#C,CN1CC(C1)CCCC,135.6733689,4,6.341708047
CN1CC(C1)C#CC#N,CN1CC(C1)CCCN,99.63838138,4,6.292449389
OC1CC(C1)C#CC#C,OC1CC(C1)CCCC,132.4709152,4,6.293001101
OC1CC(C1)C#CC#N,OC1CC(C1)CCCN,99.95934875,4,6.244493297
CC1(CC1O)C#CC#C,CC1(CC1O)CCCC,135.6904346,4,6.293001101
CC1(CC1O)C#CC#N,CC1(CC1O)CCCN,96.928209,4,6.244493297
CC1CC1(C)C#CC#C,CC1CC1(C)CCCC,135.4436376,4,6.391744006
CC1CC1(C)C#CC#N,CC1CC1(C)CCCN,96.06901413,4,6.341708047
CC1CC1(O)C#CC#C,CC1CC1(O)CCCC,136.8482801,4,6.293001101
CC1CC1(O)C#CC#N,CC1CC1(O)CCCN,101.8995932,4,6.244493297
CC1NC1(C)C#CC#C,CC1NC1(C)CCCC,134.8548692,4,6.341708047
CC1NC1(C)C#CC#N,CC1NC1(C)CCCN,99.4775695,4,6.292449389
CC1OC1(C)C#CC#C,CC1OC1(C)CCCC,139.0182559,4,6.293001101
CC1OC1(C)C#CC#N,CC1OC1(C)CCCN,103.6087937,4,6.244493297
CN1CC1(C)C#CC#C,CN1CC1(C)CCCC,136.5266564,4,6.341708047
CN1CC1(C)C#CC#N,CN1CC1(C)CCCN,100.6951451,4,6.292449389
NC1(CC1O)C#CC#N,NC1(CC1O)CCCN,96.96102775,4,6.196727589
OC1CC1(O)C#CC#C,OC1CC1(O)CCCC,139.2598019,4,6.197262643
OC1CC1(O)C#CC#N,OC1CC1(O)CCCN,102.2409083,4,6.150214039
CC1CC1(CC#C)C#C,CC1CC1(CCC)CC,138.5830793,4,6.391744006
CC1CC1(CC#C)C#N,CC1CC1(CCC)CN,100.0801218,4,6.341708047
CC1CC1(CC#N)C#C,CC1CC1(CCN)CC,99.280657,4,6.341708047
CC1CC1(CC#N)C#N,CC1CC1(CCN)CN,58.664172,4,6.292449389
CC1NC1(CC#C)C#C,CC1NC1(CCC)CC,141.819008,4,6.341708047
CC1NC1(CC#C)C#N,CC1NC1(CCC)CN,102.5251186,4,6.292449389
CC1NC1(CC#N)C#C,CC1NC1(CCN)CC,99.83266838,4,6.292449389
CC1NC1(CC#N)C#N,CC1NC1(CCN)CN,63.62505425,4,6.243950056
CC1OC1(CC#C)C#C,CC1OC1(CCC)CC,146.0690361,4,6.293001101
CC1OC1(CC#C)C#N,CC1OC1(CCC)CN,106.4338318,4,6.244493297
CC1OC1(CC#N)C#C,CC1OC1(CCN)CC,106.5959564,4,6.244493297
CC1OC1(CC#N)C#N,CC1OC1(CCN)CN,68.7487175,4,6.196727589
CN1CC1(CC#C)C#C,CN1CC1(CCC)CC,145.4257886,4,6.341708047
CN1CC1(CC#C)C#N,CN1CC1(CCC)CN,104.4647068,4,6.292449389
CN1CC1(CC#N)C#C,CN1CC1(CCN)CC,104.305864,4,6.292449389
CN1CC1(CC#N)C#N,CN1CC1(CCN)CN,63.4924665,4,6.243950056
NC1CC1(CC#N)C#N,NC1CC1(CCN)CN,59.06259162,4,6.243950056
OC1CC1(CC#C)C#C,OC1CC1(CCC)CC,140.879079,4,6.293001101
OC1CC1(CC#C)C#N,OC1CC1(CCC)CN,101.0390856,4,6.244493297
OC1CC1(CC#N)C#C,OC1CC1(CCN)CC,101.0804373,4,6.244493297
OC1CC1(CC#N)C#N,OC1CC1(CCN)CN,62.1009515,4,6.196727589
CC1CC1C#CCC#C,CC1CC1CCCCC,138.4780593,4,6.391744006
CC1CC1C#CCC#N,CC1CC1CCCCN,98.37551588,4,6.341708047
CC1NC1C#CCC#C,CC1NC1CCCCC,143.4796367,4,6.341708047
CC1NC1C#CCC#N,CC1NC1CCCCN,99.27212413,4,6.292449389
CC1OC1C#CCC#C,CC1OC1CCCCC,144.3611484,4,6.293001101
CC1OC1C#CCC#N,CC1OC1CCCCN,103.2510694,4,6.244493297
CN1CC1C#CCC#C,CN1CC1CCCCC,142.2594356,4,6.341708047
CN1CC1C#CCC#N,CN1CC1CCCCN,103.2162815,4,6.292449389
OC1CC1C#CCC#C,OC1CC1CCCCC,139.235516,4,6.293001101
OC1CC1C#CCC#N,OC1CC1CCCCN,99.39486625,4,6.244493297
CC1CC1C(C#C)C#C,CC1CC1C(CC)CC,144.544277,4,6.391744006
CC1CC1C(C#C)C#N,CC1CC1C(CC)CN,102.65705,4,6.341708047
CC1CC1C(C#N)C#N,CC1CC1C(CN)CN,68.95744475,4,6.292449389
CC1CN1C(C#C)C#C,CC1CN1C(CC)CC,150.5901471,4,6.341708047
CC1CN1C(C#C)C#N,CC1CN1C(CC)CN,113.4327584,4,6.292449389
CC1CN1C(C#N)C#N,CC1CN1C(CN)CN,72.87928537,4,6.243950056
CC1NC1C(C#C)C#C,CC1NC1C(CC)CC,144.7057452,4,6.341708047
CC1NC1C(C#C)C#N,CC1NC1C(CC)CN,102.053185,4,6.292449389
CC1OC1C(C#C)C#C,CC1OC1C(CC)CC,146.3630921,4,6.293001101
CC1OC1C(C#C)C#N,CC1OC1C(CC)CN,110.0287976,4,6.244493297
CN1CC1C(C#C)C#C,CN1CC1C(CC)CC,148.3269661,4,6.341708047
CN1CC1C(C#C)C#N,CN1CC1C(CC)CN,106.5145659,4,6.292449389
OC1CC1C(C#C)C#C,OC1CC1C(CC)CC,144.181958,4,6.293001101
CC1CC1CC#CC#C,CC1CC1CCCCC,135.4016296,4,6.391744006
CC1CC1CC#CC#N,CC1CC1CCCCN,98.78378113,4,6.341708047
CC1CN1CC#CC#C,CC1CN1CCCCC,141.6273465,4,6.341708047
CC1CN1CC#CC#N,CC1CN1CCCCN,102.8972833,4,6.292449389
CC1NC1CC#CC#C,CC1NC1CCCCC,137.8499084,4,6.341708047
CC1NC1CC#CC#N,CC1NC1CCCCN,97.05226388,4,6.292449389
CC1OC1CC#CC#C,CC1OC1CCCCC,139.1259014,4,6.293001101
CC1OC1CC#CC#N,CC1OC1CCCCN,101.3935281,4,6.244493297
CN1CC1CC#CC#C,CN1CC1CCCCC,138.6907247,4,6.341708047
CN1CC1CC#CC#N,CN1CC1CCCCN,103.0712226,4,6.292449389
OC1CC1CC#CC#C,OC1CC1CCCCC,135.171242,4,6.293001101
OC1CC1CC#CC#N,OC1CC1CCCCN,98.36107563,4,6.244493297
CC1CC=C(C#C)C1=O,CC1CCC(CC)C1O,104.7988016,4,6.293001101
CC1CC=C(C#N)C1=O,CC1CCC(CN)C1O,69.49501588,4,6.244493297
CN1CC=C(C#C)C1=O,CN1CCC(CC)C1O,92.76285325,4,6.244493297
CN1CC=C(C#N)C1=O,CN1CCC(CN)C1O,55.02194713,4,6.196727589
OC1CC=C(C#C)C1=O,OC1CCC(CC)C1O,97.469062,4,6.197262643
OC1CC=C(C#N)C1=O,OC1CCC(CN)C1O,69.93872538,4,6.150214039
CC1CCC1(C#C)C#C,CC1CCC1(CC)CC,139.7560214,4,6.391744006
CC1CCC1(C#N)C#N,CC1CCC1(CN)CN,62.859721,4,6.292449389
CC1CNC1(C#C)C#N,CC1CNC1(CC)CN,107.0232565,4,6.292449389
CC1CNC1(C#N)C#N,CC1CNC1(CN)CN,68.55508688,4,6.243950056
CC1COC1(C#C)C#C,CC1COC1(CC)CC,150.1398739,4,6.293001101
CC1COC1(C#C)C#N,CC1COC1(CC)CN,112.9549174,4,6.244493297
CC1COC1(C#N)C#N,CC1COC1(CN)CN,77.5808995,4,6.196727589
CC1NCC1(C#C)C#N,CC1NCC1(CC)CN,105.6829388,4,6.292449389
CC1NCC1(C#N)C#N,CC1NCC1(CN)CN,66.63978463,4,6.243950056
CC1OCC1(C#C)C#C,CC1OCC1(CC)CC,145.9876456,4,6.293001101
CC1OCC1(C#C)C#N,CC1OCC1(CC)CN,104.3767525,4,6.244493297
CC1OCC1(C#N)C#N,CC1OCC1(CN)CN,68.85176837,4,6.196727589
CN1CCC1(C#C)C#C,CN1CCC1(CC)CC,146.6788085,4,6.341708047
CN1CCC1(C#C)C#N,CN1CCC1(CC)CN,106.8906687,4,6.292449389
CN1CCC1(C#N)C#N,CN1CCC1(CN)CN,70.81432963,4,6.243950056
NC1CCC1(C#N)C#N,NC1CCC1(CN)CN,64.48950013,4,6.243950056
NC1CNC1(C#C)C#N,NC1CNC1(CC)CN,106.7547991,4,6.243950056
NC1CNC1(C#N)C#N,NC1CNC1(CN)CN,71.61116888,4,6.196192627
NC1COC1(C#C)C#N,NC1COC1(CC)CN,111.5739044,4,6.196727589
NC1COC1(C#N)C#N,NC1COC1(CN)CN,77.93337287,4,6.149687078
OC1CCC1(C#C)C#C,OC1CCC1(CC)CC,142.4563481,4,6.293001101
OC1CCC1(C#C)C#N,OC1CCC1(CC)CN,101.8096699,4,6.244493297
OC1CCC1(C#N)C#N,OC1CCC1(CN)CN,67.0841505,4,6.196727589
OC1CNC1(C#C)C#C,OC1CNC1(CC)CC,145.7959841,4,6.244493297
OC1CNC1(C#C)C#N,OC1CNC1(CC)CN,112.00383,4,6.196727589
OC1CNC1(C#N)C#N,OC1CNC1(CN)CN,75.9635915,4,6.149687078
OC1COC1(C#C)C#C,OC1COC1(CC)CC,150.1195262,4,6.197262643
OC1COC1(C#C)C#N,OC1COC1(CC)CN,114.4173209,4,6.150214039
OC1COC1(C#N)C#N,OC1COC1(CN)CN,83.98908863,4,6.103874423
CC1CCC1C#CC#C,CC1CCC1CCCC,135.853872,4,6.391744006
CC1CCC1C#CC#N,CC1CCC1CCCN,98.64988062,4,6.341708047
CC1COC1C#CC#C,CC1COC1CCCC,139.1311524,4,6.293001101
CC1COC1C#CC#N,CC1COC1CCCN,102.4489791,4,6.244493297
CC1OCC1C#CC#C,CC1OCC1CCCC,136.7196306,4,6.293001101
CC1OCC1C#CC#N,CC1OCC1CCCN,101.2996665,4,6.244493297
CN1CCC1C#CC#C,CN1CCC1CCCC,138.033037,4,6.341708047
CN1CCC1C#CC#N,CN1CCC1CCCN,101.6153829,4,6.292449389
OC1CCC1C#CC#C,OC1CCC1CCCC,133.4187207,4,6.293001101
OC1CCC1C#CC#N,OC1CCC1CCCN,95.97055787,4,6.244493297
OC1CNC1C#CC#C,OC1CNC1CCCC,136.6500549,4,6.244493297
OC1CNC1C#CC#N,OC1CNC1CCCN,101.4401308,4,6.196727589
OC1COC1C#CC#C,OC1COC1CCCC,141.346418,4,6.197262643
OC1COC1C#CC#N,OC1COC1CCCN,106.7344515,4,6.150214039
CN=C(C#C)N(C)C=O,CNC(CC)N(C)CO,81.85652625,4,6.102193512
CN=C(C#N)N(C)C=N,CNC(CN)N(C)CN,58.52173862,4,6.101674747
CN=C(C#N)N(C)C=O,CNC(CN)N(C)CO,52.074167,4,6.056572021
CN=C(N)C(=O)C#CC,CNC(N)C(O)CCC,92.19902713,4,6.102193512
CN=C(N)C(=O)CC#C,CNC(N)C(O)CCC,93.1868715,4,6.102193512
CN=C(N)C(=O)CC#N,CNC(N)C(O)CCN,55.38426613,4,6.056572021
CN=C(C)NC(=N)C#N,CNC(C)NC(N)CN,63.52987988,4,6.101674747
CN=C(C)NC(=O)C#C,CNC(C)NC(O)CC,88.51479425,4,6.102193512
CN=C(C)OC(=O)C#C,CNC(C)OC(O)CC,97.5031935,4,6.057083145
CN=C(C)OC(=O)C#N,CNC(C)OC(O)CN,65.87970238,4,6.012131189
CN=C(N)NC(=N)C#N,CNC(N)NC(N)CN,63.83575063,4,6.056060984
CN=C(N)NC(=O)C#C,CNC(N)NC(O)CC,80.43087975,4,6.056572021
CN=C(NC(C)=O)C#C,CNC(NC(C)O)CC,94.65058775,4,6.102193512
CN=C(NC(N)=O)C#C,CNC(NC(N)O)CC,87.02088475,4,6.056572021
CN=C(OC(C)=O)C#C,CNC(OC(C)O)CC,99.05092575,4,6.057083145
CN=C(OC(C)=O)C#N,CNC(OC(C)O)CN,59.0501205,4,6.012131189
CN=C(OC(N)=O)C#C,CNC(OC(N)O)CC,90.35198788,4,6.012131189
CN=C(OC(N)=O)C#N,CNC(OC(N)O)CN,58.71602563,4,5.96784153
CN=C(NC=O)C#CC,CNC(NCO)CCC,88.32050725,4,6.102193512
CN=C(OC=O)C#CC,CNC(OCO)CCC,90.64079287,4,6.057083145
CN=C(CC#C)NC=O,CNC(CCC)NCO,91.5223045,4,6.102193512
CN=C(CC#C)OC=O,CNC(CCC)OCO,99.41258837,4,6.057083145
CN=C(CC#N)NC=O,CNC(CCN)NCO,49.27144575,4,6.056572021
CN=C(CC#N)OC=O,CNC(CCN)OCO,56.39180175,4,6.012131189
CN=C(NCC#C)C#N,CNC(NCCC)CN,95.0226211,5,7.684976054
CN=C(NCC#N)C#N,CNC(NCCN)CN,63.4551844,5,7.627093434
CN=C(OCC#C)C#C,CNC(OCCC)CC,128.969811,5,7.68563439
CN=C(OCC#C)C#N,CNC(OCCC)CN,95.4253728,5,7.62774189
CN=C(OCC#N)C#C,CNC(OCCN)CC,95.6406638,5,7.62774189
CN=C(OCC#N)C#N,CNC(OCCN)CN,66.1557737,5,7.570715026
CN=C(NCC#C)C=O,CNC(NCCC)CO,103.665242,4,6.102193512
CN=C(NCC#N)C=O,CNC(NCCN)CO,64.40220225,4,6.056572021
CN=C(OCC#C)C=O,CNC(OCCC)CO,112.1784258,4,6.057083145
CN=C(OCC#N)C=O,CNC(OCCN)CO,72.09754275,4,6.012131189
CN=C(NCC=O)C#N,CNC(NCCO)CN,58.62675862,4,6.056572021
CN=C(OCC=O)C#C,CNC(OCCO)CC,105.1794991,4,6.057083145
CN=C(OCC=O)C#N,CNC(OCCO)CN,67.86261125,4,6.012131189
CN=C1CN=C(N1)C#C,CNC1CNC(N1)CC,96.07032688,4,6.243950056
CN=C1CN=C(N1)C#N,CNC1CNC(N1)CN,57.20308125,4,6.196192627
CN=C1NC=NC1C#C,CNC1NCNC1CC,96.33156412,4,6.243950056
CN=C1OCC(=C1)C#N,CNC1OCC(C1)CN,69.4523515,4,6.196727589
CN=C1OCC=C1C#C,CNC1OCCC1CC,108.086584,4,6.244493297
CN=C1OCC=C1C#N,CNC1OCCC1CN,70.07853325,4,6.196727589
CC(=O)C(N=CN)C#N,CC(O)C(NCN)CN,56.453501,4,6.056572021
CC(N=CN)(C#C)C#C,CC(NCN)(CC)CC,123.3270864,5,7.743743944
CC(N=CN)(C#C)C#N,CC(NCN)(CC)CN,92.9931096,5,7.684976054
CC(N=CN)(C#N)C#N,CC(NCN)(CN)CN,63.8453337,5,7.627093434
CC(C=O)(N=CN)C#N,CC(CO)(NCN)CN,60.61163662,4,6.056572021
CN=CN(C)C(=N)C#N,CNCN(C)C(N)CN,56.58937062,4,6.101674747
CN=CN(C)C(=O)C#N,CNCN(C)C(O)CN,48.49101587,4,6.056572021
CN=CN(CC#C)C=N,CNCN(CCC)CN,95.2032555,4,6.147980843
CN=CN(CC#C)C=O,CNCN(CCC)CO,88.74518187,4,6.102193512
CN=CN(CC#N)C=N,CNCN(CCN)CN,57.713741,4,6.101674747
CN=CN(CC#N)C=O,CNCN(CCN)CO,48.97804613,4,6.056572021
CN=COC(=O)C#CC,CNCOC(O)CCC,87.66478863,4,6.057083145
CN=CNC(=O)CC#C,CNCNC(O)CCC,85.20928975,4,6.102193512
CN=CNC(=O)CC#N,CNCNC(O)CCN,46.74768387,4,6.056572021
CN=COC(=O)CC#C,CNCOC(O)CCC,89.0175775,4,6.057083145
CN=COC(=O)CC#N,CNCOC(O)CCN,50.34068063,4,6.012131189
CN=CNC(=NC)C#N,CNCNC(NC)CN,57.64744713,4,6.101674747
CN=CNC(C#C)C#N,CNCNC(CC)CN,94.8551142,5,7.684976054
CN=CNC(C#N)C#N,CNCNC(CN)CN,66.4188488,5,7.627093434
CN=COC(C#C)C#C,CNCOC(CC)CC,135.0315654,5,7.68563439
CN=COC(C#C)C#N,CNCOC(CC)CN,103.0120176,5,7.62774189
CN=CNC(C=O)C#N,CNCNC(CO)CN,61.72353588,4,6.056572021
CN=COC(C=O)C#C,CNCOC(CO)CC,110.5381446,4,6.057083145
CN=COC(C=O)C#N,CNCOC(CO)CN,71.10444738,4,6.012131189
CN=COCC#CC#C,CNCOCCCCC,125.4442896,5,7.68563439
CN=COCC#CC#N,CNCOCCCCN,95.3261289,5,7.62774189
CN=COCC#CC=O,CNCOCCCCO,108.6162786,4,6.057083145
CN=COCC(=O)C#C,CNCOCC(O)CC,104.431888,4,6.057083145
CN=COCC(=O)C#N,CNCOCC(O)CN,73.21403662,4,6.012131189
CCC#CC#CC(N)=O,CCCCCCC(N)O,109.3925077,5,7.68563439
NC(=O)C#CC#CCO,NC(O)CCCCCO,112.1366803,5,7.571353931
[NH3+]CC#CC#CC([O-])=O,[NH3+]CCCCCC([O-])O,165.0578336,5,7.571353931
CCC#CC#CC1CN1,CCCCCCC1CN1,130.48735,4,6.341708047
OCC#CC#CC1CN1,OCCCCCC1CN1,136.610016,4,6.244493297
OCC#CC#CCC#C,OCCCCCCCC,138.0054693,6,9.293294865
NC(=O)C(=O)C#CCO,NC(O)C(O)CCCO,93.22231575,4,5.968337786
OCC#CC(=O)CC#C,OCCCC(O)CCC,127.0463697,5,7.628390456
OCC#CC(=O)CC#N,OCCCC(O)CCN,95.9084648,5,7.571353931
CCC#CC(=N)NC=O,CCCCC(N)NCO,82.708501,4,6.102193512
CCC#CC(=O)NC=N,CCCCC(O)NCN,92.559377,4,6.102193512
OCC#CC(=N)NC=O,OCCCC(N)NCO,87.85513738,4,6.012131189
OCC#CC(=O)NC=N,OCCCC(O)NCN,96.019786,4,6.012131189
OCC#CC(=O)NC=O,OCCCC(O)NCO,86.54895113,4,5.968337786
OCC#CC(=O)OC=N,OCCCC(O)OCN,100.7903195,4,5.968337786
CCC#CC(C#C)C#N,CCCCC(CC)CN,118.924648,6,9.364101083
OCC#CC(C#C)C#C,OCCCC(CC)CC,146.4018182,6,9.293294865
OCC#CC(C#C)C#N,OCCCC(CC)CN,120.2811563,6,9.222761268
CC(C)(C#C)C#CCO,CC(C)(CC)CCCO,140.5331694,4,6.19552991
CC(C)(C#N)C#CCO,CC(C)(CN)CCCO,101.2090868,4,6.148507512
