,Unnamed: 0,unsat_SMILE,sat_SMILE,delta_H,nH2,pH2,heavy_atom_count,molar_mass,nOxygen,nNitrogen,nAromaticRings,nHBD
9458,9458,O=CC#CC1=CC=NN1,OCCCC1CCNN1,79.7196318,5,7.745909486,9,120.11099999999998,1,2,1,1
9459,9459,O=CC#CC1=CC=NO1,OCCCC1CCNO1,87.775716,5,7.687767549,9,121.09499999999997,2,1,1,0
9460,9460,O=CC#CC1=CN=NO1,OCCCC1CNNO1,73.8799947,5,7.629843029,9,122.08299999999998,2,2,1,0
9461,9461,O=CC#CC1=CNN=C1,OCCCC1CNNC1,72.9216872,5,7.745909486,9,120.11099999999998,1,2,1,1
9462,9462,O=CC#CC1=CNN=N1,OCCCC1CNNN1,69.659766,5,7.687108847,9,121.09899999999999,1,3,1,1
9463,9463,O=CC#CC1=CON=C1,OCCCC1CONC1,84.4660107,5,7.687767549,9,121.09499999999997,2,1,1,0
9464,9464,O=CC#CC1=CON=N1,OCCCC1CONN1,79.7175314,5,7.629843029,9,122.08299999999998,2,2,1,0
9465,9465,O=CC#CC1=NC=NO1,OCCCC1NCNO1,82.1503197,5,7.629843029,9,122.08299999999998,2,2,1,0
9466,9466,O=CC#CC1=NNC=C1,OCCCC1NNCC1,77.756808,5,7.745909486,9,120.11099999999998,1,2,1,1
9467,9467,O=CC#CC1=NNC=N1,OCCCC1NNCN1,73.7875771,5,7.687108847,9,121.09899999999999,1,3,1,1
9468,9468,O=CC#CC1=NNN=C1,OCCCC1NNNC1,67.3057427,5,7.687108847,9,121.09899999999999,1,3,1,1
9469,9469,O=CC#CC1=NNN=N1,OCCCC1NNNN1,64.3431285,5,7.629194216,9,122.087,1,4,1,1
9470,9470,O=CC#CC1=NOC=C1,OCCCC1NOCC1,87.4617062,5,7.687767549,9,121.09499999999997,2,1,1,0
9471,9471,O=CC#CC1=NOC=N1,OCCCC1NOCN1,81.3395653,5,7.629843029,9,122.08299999999998,2,2,1,0
9472,9472,O=CC#CC1=NON=C1,OCCCC1NONC1,79.9758806,5,7.629843029,9,122.08299999999998,2,2,1,0
9473,9473,O=CC#CC1=NON=N1,OCCCC1NONN1,67.1020039,5,7.572784862,9,123.071,2,3,1,0
9474,9474,O=CC(=O)C1=CC=NN1,OCC(O)C1CCNN1,41.47305438,4,6.103874423,9,124.09899999999999,2,2,1,1
9475,9475,O=CC(=O)C1=CC=NO1,OCC(O)C1CCNO1,64.697571,4,6.058739292,9,125.08299999999998,3,1,1,0
9476,9476,O=CC(=O)C1=CN=NO1,OCC(O)C1CNNO1,54.93530563,4,6.013762843,9,126.071,3,2,1,0
9477,9477,O=CC(=O)C1=CNN=C1,OCC(O)C1CNNC1,43.4283955,4,6.103874423,9,124.09899999999999,2,2,1,1
9478,9478,O=CC(=O)C1=CON=N1,OCC(O)C1CONN1,48.62229087,4,6.013762843,9,126.071,3,2,1,0
9479,9479,O=CC(=O)C1=NC=NO1,OCC(O)C1NCNO1,54.49356525,4,6.013762843,9,126.071,3,2,1,0
9480,9480,O=CC(=O)C1=NNC=C1,OCC(O)C1NNCC1,48.067654,4,6.103874423,9,124.09899999999999,2,2,1,1
9481,9481,O=CC(=O)C1=NNN=C1,OCC(O)C1NNNC1,37.93256763,4,6.05822789,9,125.087,2,3,1,1
9482,9482,O=CC(=O)C1=NOC=C1,OCC(O)C1NOCC1,60.78098138,4,6.058739292,9,125.08299999999998,3,1,1,0
9483,9483,O=CC(=O)C1=NOC=N1,OCC(O)C1NOCN1,52.90841963,4,6.013762843,9,126.071,3,2,1,0
9484,9484,O=CC(=O)C1=NON=C1,OCC(O)C1NONC1,46.497605,4,6.013762843,9,126.071,3,2,1,0
9485,9485,O=CC(=O)C1=NON=N1,OCC(O)C1NONN1,45.400146,4,5.969449229,9,127.05900000000001,3,3,1,0
9486,9486,O=CC(=O)N1C=CC=N1,OCC(O)N1CCCN1,53.00753225,4,6.103874423,9,124.09899999999998,2,2,1,0
9487,9487,O=CC(=O)N1C=CN=N1,OCC(O)N1CCNN1,33.98053375,4,6.05822789,9,125.08699999999999,2,3,1,0
9488,9488,O=CC(=O)N1C=NC=N1,OCC(O)N1CNCN1,40.159648,4,6.05822789,9,125.08699999999999,2,3,1,0
9489,9489,O=CC(=O)N1C=NN=C1,OCC(O)N1CNNC1,46.145788,4,6.05822789,9,125.08699999999999,2,3,1,0
9490,9490,O=CC(=O)N1C=NN=N1,OCC(O)N1CNNN1,29.34193163,4,6.013259004,9,126.075,2,4,1,0
9491,9491,O=CC(=O)N1N=CC=N1,OCC(O)N1NCCN1,44.339444,4,6.05822789,9,125.08699999999999,2,3,1,0
9492,9492,O=CC(=O)N1N=CN=N1,OCC(O)N1NCNN1,23.37088825,4,6.013259004,9,126.075,2,4,1,0
9493,9493,O=CC(=O)N1N=NN=N1,OCC(O)N1NNNN1,14.39364738,4,5.968952788,9,127.06300000000002,2,5,1,0
9494,9494,O=CC1=C(C=NN1)C#C,OCC1C(CNN1)CC,76.3385129,5,7.745909486,9,120.11099999999998,1,2,1,1
9495,9495,O=CC1=C(C=NN1)C#N,OCC1C(CNN1)CN,46.8478467,5,7.687108847,9,121.09899999999999,1,3,1,1
9496,9496,O=CC1=C(C=NO1)C#C,OCC1C(CNO1)CC,88.883677,5,7.687767549,9,121.09499999999997,2,1,1,0
9497,9497,O=CC1=C(C=NO1)C#N,OCC1C(CNO1)CN,56.7365299,5,7.629843029,9,122.08299999999998,2,2,1,0
9498,9498,O=CC1=C(C=O)C=NN1,OCC1C(CO)CNN1,39.19543313,4,6.103874423,9,124.09899999999998,2,2,1,1
9499,9499,O=CC1=C(C=O)C=NO1,OCC1C(CO)CNO1,59.57390775,4,6.058739292,9,125.08299999999997,3,1,1,0
9500,9500,O=CC1=C(C=O)N=NO1,OCC1C(CO)NNO1,45.94559362,4,6.013762843,9,126.07099999999998,3,2,1,0
9501,9501,O=CC1=C(N=NN1)C#C,OCC1C(NNN1)CC,70.1754142,5,7.687108847,9,121.09899999999999,1,3,1,1
9502,9502,O=CC1=C(N=NO1)C#C,OCC1C(NNO1)CC,83.343872,5,7.629843029,9,122.08299999999998,2,2,1,0
9503,9503,O=CC1=C(N=NO1)C#N,OCC1C(NNO1)CN,53.0723821,5,7.572784862,9,123.071,2,3,1,0
9504,9504,O=CC1=C(NN=C1)C#C,OCC1C(NNC1)CC,78.0865708,5,7.745909486,9,120.11099999999998,1,2,1,1
9505,9505,O=CC1=C(ON=C1)C#C,OCC1C(ONC1)CC,86.8011304,5,7.687767549,9,121.09499999999997,2,1,1,0
9506,9506,O=CC1=C(ON=C1)C#N,OCC1C(ONC1)CN,60.743568,5,7.629843029,9,122.08299999999998,2,2,1,0
9507,9507,O=CC1=C(ON=N1)C#C,OCC1C(ONN1)CC,77.7053482,5,7.629843029,9,122.08299999999998,2,2,1,0
9508,9508,O=CC1=C(ON=N1)C#N,OCC1C(ONN1)CN,56.0108417,5,7.572784862,9,123.071,2,3,1,0
9509,9509,O=CC1=CC(=NN1)C#C,OCC1CC(NN1)CC,78.7765522,5,7.745909486,9,120.11099999999999,1,2,1,1
9510,9510,O=CC1=CC(=NN1)C#N,OCC1CC(NN1)CN,51.4592749,5,7.687108847,9,121.099,1,3,1,1
9511,9511,O=CC1=CC(=NO1)C#C,OCC1CC(NO1)CC,91.8861988,5,7.687767549,9,121.09499999999998,2,1,1,0
9512,9512,O=CC1=CC(=NO1)C#N,OCC1CC(NO1)CN,60.1643827,5,7.629843029,9,122.083,2,2,1,0
9513,9513,O=CC1=CC(=O)C=NO1,OCC1CC(O)CNO1,71.00992937,4,6.058739292,9,125.08299999999998,3,1,1,0
9514,9514,O=CC1=CC(=O)NN=C1,OCC1CC(O)NNC1,49.47360925,4,6.103874423,9,124.09899999999999,2,2,1,1
9515,9515,O=CC1=CC(=O)NN=N1,OCC1CC(O)NNN1,48.85727313,4,6.05822789,9,125.087,2,3,1,1
9516,9516,O=CC1=CC(=O)ON=C1,OCC1CC(O)ONC1,61.92373025,4,6.058739292,9,125.08299999999998,3,1,1,0
9517,9517,O=CC1=CC(=O)ON=N1,OCC1CC(O)ONN1,54.63337313,4,6.013762843,9,126.071,3,2,1,0
9518,9518,O=CC1=CC(C=O)=NN1,OCC1CC(CO)NN1,45.195357,4,6.103874423,9,124.09899999999999,2,2,1,1
9519,9519,O=CC1=CC(C=O)=NO1,OCC1CC(CO)NO1,59.67564587,4,6.058739292,9,125.08299999999998,3,1,1,0
9520,9520,O=CC1=CC=NNC1=O,OCC1CCNNC1O,51.99080737,4,6.103874423,9,124.09899999999999,2,2,1,1
9521,9521,O=CC1=CC=NOC1=O,OCC1CCNOC1O,58.50007825,4,6.058739292,9,125.08299999999998,3,1,1,0
9522,9522,O=CC1=CN=NNC1=O,OCC1CNNNC1O,41.31027338,4,6.05822789,9,125.08699999999999,2,3,1,1
9523,9523,O=CC1=CN=NOC1=O,OCC1CNNOC1O,52.72922925,4,6.013762843,9,126.07099999999998,3,2,1,0
9524,9524,O=CC1=CNN=C1C#C,OCC1CNNC1CC,76.6257426,5,7.745909486,9,120.11099999999998,1,2,1,1
9525,9525,O=CC1=CNN=C1C#N,OCC1CNNC1CN,44.8976253,5,7.687108847,9,121.09899999999999,1,3,1,1
9526,9526,O=CC1=CNN=C1C=O,OCC1CNNC1CO,40.51343413,4,6.103874423,9,124.09899999999998,2,2,1,1
9527,9527,O=CC1=CON=C1C#C,OCC1CONC1CC,86.7344427,5,7.687767549,9,121.09499999999998,2,1,1,0
9528,9528,O=CC1=CON=C1C#N,OCC1CONC1CN,59.635607,5,7.629843029,9,122.083,2,2,1,0
9529,9529,O=CC1=CON=C1C=O,OCC1CONC1CO,57.54899087,4,6.058739292,9,125.08299999999998,3,1,1,0
9530,9530,O=CC1=CON=CC1=O,OCC1CONCC1O,58.63660425,4,6.058739292,9,125.08299999999998,3,1,1,0
9531,9531,O=CC1=NC(=NO1)C#C,OCC1NC(NO1)CC,81.9502566,5,7.629843029,9,122.08299999999998,2,2,1,0
9532,9532,O=CC1=NC(=NO1)C#N,OCC1NC(NO1)CN,59.3221223,5,7.572784862,9,123.071,2,3,1,0
9533,9533,O=CC1=NC(=O)C=NO1,OCC1NC(O)CNO1,58.34320463,4,6.013762843,9,126.07099999999998,3,2,1,0
9534,9534,O=CC1=NC(=O)NN=C1,OCC1NC(O)NNC1,45.50057138,4,6.05822789,9,125.08699999999999,2,3,1,1
9535,9535,O=CC1=NC(=O)NN=N1,OCC1NC(O)NNN1,44.8986755,4,6.013259004,9,126.075,2,4,1,1
9536,9536,O=CC1=NC(=O)ON=C1,OCC1NC(O)ONC1,60.93457313,4,6.013762843,9,126.07099999999998,3,2,1,0
9537,9537,O=CC1=NC(C=O)=NO1,OCC1NC(CO)NO1,51.72431912,4,6.013762843,9,126.07099999999998,3,2,1,0
9538,9538,O=CC1=NC=NNC1=O,OCC1NCNNC1O,48.0440245,4,6.05822789,9,125.08699999999999,2,3,1,1
9539,9539,O=CC1=NC=NOC1=O,OCC1NCNOC1O,65.23448575,4,6.013762843,9,126.07099999999998,3,2,1,0
9540,9540,O=CC1=NN=C(O1)C=O,OCC1NNC(O1)CO,62.6943145,4,6.013762843,9,126.07099999999997,3,2,1,0
9541,9541,O=CC1=NNC(=C1)C#C,OCC1NNC(C1)CC,77.3004961,5,7.745909486,9,120.11099999999996,1,2,1,1
9542,9542,O=CC1=NNC(=C1)C#N,OCC1NNC(C1)CN,51.554318,5,7.687108847,9,121.09899999999998,1,3,1,1
9543,9543,O=CC1=NNC(=O)C=C1,OCC1NNC(O)CC1,46.33548037,4,6.103874423,9,124.09899999999996,2,2,1,1
9544,9544,O=CC1=NNC(=O)C=N1,OCC1NNC(O)CN1,51.03118712,4,6.05822789,9,125.08699999999997,2,3,1,1
9545,9545,O=CC1=NNC(=O)N=C1,OCC1NNC(O)NC1,53.644216,4,6.05822789,9,125.08699999999997,2,3,1,1
9546,9546,O=CC1=NNC=C1C#C,OCC1NNCC1CC,78.2209964,5,7.745909486,9,120.11099999999996,1,2,1,1
9547,9547,O=CC1=NNC=C1C#N,OCC1NNCC1CN,48.7796896,5,7.687108847,9,121.09899999999998,1,3,1,1
9548,9548,O=CC1=NNN=C1C#C,OCC1NNNC1CC,74.4413266,5,7.687108847,9,121.09899999999998,1,3,1,1
9549,9549,O=CC1=NNN=C1C#N,OCC1NNNC1CN,41.9927721,5,7.629194216,9,122.08699999999999,1,4,1,1
9550,9550,O=CC1=NNN=C1C=O,OCC1NNNC1CO,37.25125038,4,6.05822789,9,125.08699999999997,2,3,1,1
9551,9551,O=CC1=NOC(=C1)C#C,OCC1NOC(C1)CC,91.6514791,5,7.687767549,9,121.09499999999997,2,1,1,0
9552,9552,O=CC1=NOC(=C1)C#N,OCC1NOC(C1)CN,63.3333612,5,7.629843029,9,122.08299999999998,2,2,1,0
9553,9553,O=CC1=NOC(=N1)C#C,OCC1NOC(N1)CC,86.7549216,5,7.629843029,9,122.08299999999998,2,2,1,0
9554,9554,O=CC1=NOC(=N1)C#N,OCC1NOC(N1)CN,60.1586066,5,7.572784862,9,123.071,2,3,1,0
9555,9555,O=CC1=NOC(=O)C=C1,OCC1NOC(O)CC1,68.39624412,4,6.058739292,9,125.08299999999997,3,1,1,0
9556,9556,O=CC1=NOC(=O)C=N1,OCC1NOC(O)CN1,60.17186538,4,6.013762843,9,126.07099999999998,3,2,1,0
9557,9557,O=CC1=NOC(=O)N=C1,OCC1NOC(O)NC1,69.69980488,4,6.013762843,9,126.07099999999998,3,2,1,0
9558,9558,O=CC1=NOC=C1C#C,OCC1NOCC1CC,90.5671476,5,7.687767549,9,121.09499999999997,2,1,1,0
9559,9559,O=CC1=NOC=C1C#N,OCC1NOCC1CN,58.6053608,5,7.629843029,9,122.08299999999998,2,2,1,0
9560,9560,O=CC1=NOC=CC1=O,OCC1NOCCC1O,68.7119605,4,6.058739292,9,125.08299999999997,3,1,1,0
9561,9561,O=CC1=NOC=NC1=O,OCC1NOCNC1O,58.88340125,4,6.013762843,9,126.07099999999998,3,2,1,0
9562,9562,O=CC1=NON=C1C#C,OCC1NONC1CC,81.9408048,5,7.629843029,9,122.08299999999998,2,2,1,0
9563,9563,O=CC1=NON=C1C#N,OCC1NONC1CN,53.0077948,5,7.572784862,9,123.071,2,3,1,0
9564,9564,O=CC1=NON=C1C=O,OCC1NONC1CO,51.32130488,4,6.013762843,9,126.07099999999998,3,2,1,0
9565,9565,O=CC1=NON=CC1=O,OCC1NONCC1O,72.45198525,4,6.013762843,9,126.07099999999998,3,2,1,0
9566,9566,O=CCC1=CN=CN=N1,OCCC1CNCNN1,50.45751537,4,6.149687078,9,123.115,1,3,1,0
9567,9567,O=CCC1=CN=NC=N1,OCCC1CNNCN1,49.87990537,4,6.149687078,9,123.115,1,3,1,0
9568,9568,O=CCC1=CN=NN=N1,OCCC1CNNNN1,59.22012163,4,6.103355373,9,124.10300000000001,1,4,1,0
9569,9569,O=CCC1=NC=CN=N1,OCCC1NCCNN1,53.04363287,4,6.149687078,9,123.115,1,3,1,0
9570,9570,O=CCC1=NC=NN=N1,OCCC1NCNNN1,48.3695865,4,6.103355373,9,124.10300000000001,1,4,1,0
9571,9571,O=CN1C=C(C=N1)C#C,OCN1CC(CN1)CC,76.8814663,5,7.745909486,9,120.11099999999999,1,2,1,0
9572,9572,O=CN1C=C(C=N1)C#N,OCN1CC(CN1)CN,44.7863041,5,7.687108847,9,121.099,1,3,1,0
9573,9573,O=CN1C=C(C=O)C=N1,OCN1CC(CO)CN1,36.86005087,4,6.103874423,9,124.09899999999999,2,2,1,0
9574,9574,O=CN1C=C(C=O)N=N1,OCN1CC(CO)NN1,38.81342288,4,6.05822789,9,125.087,2,3,1,0
9575,9575,O=CN1C=C(N=N1)C#C,OCN1CC(NN1)CC,69.0212444,5,7.687108847,9,121.099,1,3,1,0
9576,9576,O=CN1C=C(N=N1)C#N,OCN1CC(NN1)CN,45.7608897,5,7.629194216,9,122.08700000000002,1,4,1,0
9577,9577,O=CN1C=CC(=N1)C#C,OCN1CCC(N1)CC,78.2908347,5,7.745909486,9,120.11099999999999,1,2,1,0
9578,9578,O=CN1C=CC(=N1)C#N,OCN1CCC(N1)CN,47.5089476,5,7.687108847,9,121.099,1,3,1,0
9579,9579,O=CN1C=CC(=O)C=N1,OCN1CCC(O)CN1,43.62333888,4,6.103874423,9,124.09899999999999,2,2,1,0
9580,9580,O=CN1C=CC(=O)N=N1,OCN1CCC(O)NN1,53.79846412,4,6.05822789,9,125.087,2,3,1,0
9581,9581,O=CN1C=CC(C=O)=N1,OCN1CCC(CO)N1,42.7300125,4,6.103874423,9,124.09899999999999,2,2,1,0
9582,9582,O=CN1C=NC(=N1)C#C,OCN1CNC(N1)CC,74.4985625,5,7.687108847,9,121.09899999999999,1,3,1,0
9583,9583,O=CN1C=NC(=N1)C#N,OCN1CNC(N1)CN,41.1342336,5,7.629194216,9,122.087,1,4,1,0
9584,9584,O=CN1C=NC(=O)C=N1,OCN1CNC(O)CN1,43.09298787,4,6.05822789,9,125.08699999999999,2,3,1,0
9585,9585,O=CN1C=NC(=O)N=N1,OCN1CNC(O)NN1,52.121426,4,6.013259004,9,126.075,2,4,1,0
9586,9586,O=CN1C=NC(C=O)=N1,OCN1CNC(CO)N1,27.81323425,4,6.05822789,9,125.08699999999999,2,3,1,0
9587,9587,O=CN1N=CC(=N1)C#C,OCN1NCC(N1)CC,66.860983,5,7.687108847,9,121.09899999999998,1,3,1,0
9588,9588,O=CN1N=CC(=N1)C#N,OCN1NCC(N1)CN,38.2572107,5,7.629194216,9,122.08699999999999,1,4,1,0
9589,9589,O=CN1N=CC(=O)C=N1,OCN1NCC(O)CN1,50.59535413,4,6.05822789,9,125.08699999999997,2,3,1,0
9590,9590,O=CN1N=CC(=O)N=N1,OCN1NCC(O)NN1,48.75881687,4,6.013259004,9,126.07499999999999,2,4,1,0
9591,9591,O=CN1N=CC(C=O)=N1,OCN1NCC(CO)N1,31.48565238,4,6.05822789,9,125.08699999999997,2,3,1,0
9592,9592,O=CN1N=CC=C1C#C,OCN1NCCC1CC,77.3860874,5,7.745909486,9,120.11099999999996,1,2,1,0
9593,9593,O=CN1N=CC=C1C#N,OCN1NCCC1CN,42.7315878,5,7.687108847,9,121.09899999999998,1,3,1,0
9594,9594,O=CN1N=CC=C1C=O,OCN1NCCC1CO,49.31542287,4,6.103874423,9,124.09899999999996,2,2,1,0
9595,9595,O=CN1N=CC=CC1=O,OCN1NCCCC1O,47.04830363,4,6.103874423,9,124.09899999999996,2,2,1,0
9596,9596,O=CN1N=CC=NC1=O,OCN1NCCNC1O,43.63974825,4,6.05822789,9,125.08699999999997,2,3,1,0
9597,9597,O=CN1N=CN=C1C#C,OCN1NCNC1CC,72.2920923,5,7.687108847,9,121.09899999999998,1,3,1,0
9598,9598,O=CN1N=CN=C1C#N,OCN1NCNC1CN,44.1787634,5,7.629194216,9,122.08699999999999,1,4,1,0
9599,9599,O=CN1N=CN=C1C=O,OCN1NCNC1CO,35.43506075,4,6.05822789,9,125.08699999999997,2,3,1,0
9600,9600,O=CN1N=CN=CC1=O,OCN1NCNCC1O,44.14581337,4,6.05822789,9,125.08699999999997,2,3,1,0
9601,9601,O=CN1N=NC(=N1)C#C,OCN1NNC(N1)CC,65.4453134,5,7.629194216,9,122.08699999999999,1,4,1,0
9602,9602,O=CN1N=NC(=N1)C#N,OCN1NNC(N1)CN,36.7086908,5,7.572145716,9,123.075,1,5,1,0
9603,9603,O=CN1N=NC(=O)N=N1,OCN1NNC(O)NN1,57.26806237,4,5.968952788,9,127.063,2,5,1,0
9604,9604,O=CN1N=NC(C=O)=N1,OCN1NNC(CO)N1,27.21462025,4,6.013259004,9,126.07499999999999,2,4,1,0
9605,9605,O=CN1N=NC=C1C#C,OCN1NNCC1CC,71.6913779,5,7.687108847,9,121.09899999999998,1,3,1,0
9606,9606,O=CN1N=NC=C1C#N,OCN1NNCC1CN,45.9367982,5,7.629194216,9,122.08699999999999,1,4,1,0
9607,9607,O=CN1N=NC=C1C=O,OCN1NNCC1CO,36.19054838,4,6.05822789,9,125.08699999999997,2,3,1,0
9608,9608,O=CN1N=NC=CC1=O,OCN1NNCCC1O,46.565868,4,6.05822789,9,125.08699999999997,2,3,1,0
9609,9609,O=CN1N=NC=NC1=O,OCN1NNCNC1O,47.9022475,4,6.013259004,9,126.07499999999999,2,4,1,0
9610,9610,O=CNC1=CN=CN=N1,OCNC1CNCNN1,46.83563813,4,6.103355373,9,124.103,1,4,1,1
9611,9611,O=CNC1=CN=NC=N1,OCNC1CNNCN1,38.43009988,4,6.103355373,9,124.103,1,4,1,1
9612,9612,O=CNC1=CN=NN=N1,OCNC1CNNNN1,43.6541885,4,6.057716573,9,125.09100000000001,1,5,1,1
9613,9613,O=CNC1=NC=CN=N1,OCNC1NCCNN1,44.8934245,4,6.103355373,9,124.103,1,4,1,1
9614,9614,O=CNC1=NC=NN=N1,OCNC1NCNNN1,36.59947,4,6.057716573,9,125.09100000000001,1,5,1,1
9615,9615,O=COC1=CN=CN=N1,OCOC1CNCNN1,44.59477388,4,6.05822789,9,125.08699999999999,2,3,1,0
9616,9616,O=COC1=CN=NC=N1,OCOC1CNNCN1,45.89702188,4,6.05822789,9,125.08699999999999,2,3,1,0
9617,9617,O=COC1=CN=NN=N1,OCOC1CNNNN1,48.9314435,4,6.013259004,9,126.075,2,4,1,0
9618,9618,O=COC1=NC=CN=N1,OCOC1NCCNN1,49.75191225,4,6.05822789,9,125.08699999999999,2,3,1,0
9619,9619,O=COC1=NC=NN=N1,OCOC1NCNNN1,38.621105,4,6.013259004,9,126.075,2,4,1,0
9620,9620,OC(C#C)C1=CC=NN1,OC(CC)C1CCNN1,87.41799163,4,6.196727589,9,122.127,1,2,1,2
9621,9621,OC(C#C)C1=CC=NO1,OC(CC)C1CCNO1,96.75886425,4,6.150214039,9,123.11099999999999,2,1,1,1
9622,9622,OC(C#C)C1=CN=NN1,OC(CC)C1CNNN1,75.74108037,4,6.149687078,9,123.11500000000001,1,3,1,2
9623,9623,OC(C#C)C1=CN=NO1,OC(CC)C1CNNO1,88.97097488,4,6.103874423,9,124.099,2,2,1,1
9624,9624,OC(C#C)C1=CNN=C1,OC(CC)C1CNNC1,84.0658845,4,6.196727589,9,122.127,1,2,1,2
9625,9625,OC(C#C)C1=CNN=N1,OC(CC)C1CNNN1,75.75486425,4,6.149687078,9,123.11500000000001,1,3,1,2
9626,9626,OC(C#C)C1=CON=C1,OC(CC)C1CONC1,95.25773463,4,6.150214039,9,123.11099999999999,2,1,1,1
9627,9627,OC(C#C)C1=CON=N1,OC(CC)C1CONN1,84.93623775,4,6.103874423,9,124.099,2,2,1,1
9628,9628,OC(C#C)C1=NC=NO1,OC(CC)C1NCNO1,82.65533462,4,6.103874423,9,124.099,2,2,1,1
9629,9629,OC(C#C)C1=NNC=C1,OC(CC)C1NNCC1,89.5689325,4,6.196727589,9,122.127,1,2,1,2
9630,9630,OC(C#C)C1=NNN=C1,OC(CC)C1NNNC1,75.04401012,4,6.149687078,9,123.11500000000001,1,3,1,2
9631,9631,OC(C#C)C1=NOC=C1,OC(CC)C1NOCC1,95.21244475,4,6.150214039,9,123.11099999999999,2,1,1,1
9632,9632,OC(C#C)C1=NOC=N1,OC(CC)C1NOCN1,85.14102675,4,6.103874423,9,124.099,2,2,1,1
9633,9633,OC(C#C)C1=NON=C1,OC(CC)C1NONC1,83.15352325,4,6.103874423,9,124.099,2,2,1,1
9634,9634,OC(C#C)C1=NON=N1,OC(CC)C1NONN1,73.85072038,4,6.05822789,9,125.08700000000002,2,3,1,1
9635,9635,OC(C#N)C1=CC=NN1,OC(CN)C1CCNN1,53.40332638,4,6.149687078,9,123.11499999999998,1,3,1,2
9636,9636,OC(C#N)C1=CC=NO1,OC(CN)C1CCNO1,60.13839025,4,6.103874423,9,124.09899999999998,2,2,1,1
9637,9637,OC(C#N)C1=CN=NN1,OC(CN)C1CNNN1,41.86228475,4,6.103355373,9,124.103,1,4,1,2
9638,9638,OC(C#N)C1=CN=NO1,OC(CN)C1CNNO1,51.46702013,4,6.05822789,9,125.08699999999999,2,3,1,1
9639,9639,OC(C#N)C1=CNN=C1,OC(CN)C1CNNC1,46.403087,4,6.149687078,9,123.11499999999998,1,3,1,2
9640,9640,OC(C#N)C1=CNN=N1,OC(CN)C1CNNN1,39.68837075,4,6.103355373,9,124.103,1,4,1,2
9641,9641,OC(C#N)C1=CON=C1,OC(CN)C1CONC1,54.95040225,4,6.103874423,9,124.09899999999998,2,2,1,1
9642,9642,OC(C#N)C1=CON=N1,OC(CN)C1CONN1,43.92855325,4,6.05822789,9,125.08699999999999,2,3,1,1
9643,9643,OC(C#N)C1=NC=NO1,OC(CN)C1NCNO1,45.6837,4,6.05822789,9,125.08699999999999,2,3,1,1
9644,9644,OC(C#N)C1=NNC=C1,OC(CN)C1NNCC1,51.19331175,4,6.149687078,9,123.11499999999998,1,3,1,2
9645,9645,OC(C#N)C1=NOC=C1,OC(CN)C1NOCC1,57.37898975,4,6.103874423,9,124.09899999999998,2,2,1,1
9646,9646,OC(C#N)C1=NOC=N1,OC(CN)C1NOCN1,48.13197875,4,6.05822789,9,125.08699999999999,2,3,1,1
9647,9647,OC(C#N)C1=NON=C1,OC(CN)C1NONC1,44.943309,4,6.05822789,9,125.08699999999999,2,3,1,1
9648,9648,OC(C#N)C1=NON=N1,OC(CN)C1NONN1,41.05822538,4,6.013259004,9,126.075,2,4,1,1
9649,9649,OC1=C(CC#C)NN=C1,OC1C(CCC)NNC1,82.14336212,4,6.196727589,9,122.12699999999998,1,2,1,2
9650,9650,OC1=C(CC#C)NN=N1,OC1C(CCC)NNN1,71.53502938,4,6.149687078,9,123.115,1,3,1,2
9651,9651,OC1=C(CC#N)NN=C1,OC1C(CCN)NNC1,45.66400875,4,6.149687078,9,123.115,1,3,1,2
9652,9652,OC1=CC(CC#C)=NN1,OC1CC(CCC)NN1,82.98024025,4,6.196727589,9,122.127,1,2,1,2
9653,9653,OC1=CC(CC#N)=NN1,OC1CC(CCN)NN1,46.64791487,4,6.149687078,9,123.11500000000001,1,3,1,2
9654,9654,OC1=CC=NN1CC#C,OC1CCNN1CCC,89.10553175,4,6.196727589,9,122.127,1,2,1,1
9655,9655,OC1=CC=NN1CC#N,OC1CCNN1CCN,45.24589788,4,6.149687078,9,123.11500000000001,1,3,1,1
9656,9656,OC1=CN(CC#C)N=C1,OC1CN(CCC)NC1,84.871913,4,6.196727589,9,122.12699999999998,1,2,1,1
9657,9657,OC1=CN(CC#C)N=N1,OC1CN(CCC)NN1,72.3351505,4,6.149687078,9,123.115,1,3,1,1
9658,9658,OC1=CN(CC#N)N=C1,OC1CN(CCN)NC1,49.58978763,4,6.149687078,9,123.115,1,3,1,1
9659,9659,OC1=CN(CC#N)N=N1,OC1CN(CCN)NN1,41.16652725,4,6.103355373,9,124.10300000000001,1,4,1,1
9660,9660,OC1=CN=C(C=O)N=N1,OC1CNC(CO)NN1,55.17882075,4,6.05822789,9,125.08699999999999,2,3,1,1
9661,9661,OC1=CN=C(N=N1)C#C,OC1CNC(NN1)CC,89.4901675,5,7.687108847,9,121.09899999999999,1,3,1,1
9662,9662,OC1=CN=C(N=N1)C#N,OC1CNC(NN1)CN,60.8491131,5,7.629194216,9,122.087,1,4,1,1
9663,9663,OC1=CN=NN1CC#C,OC1CNNN1CCC,83.1364575,4,6.149687078,9,123.115,1,3,1,1
9664,9664,OC1=CN=NN1CC#N,OC1CNNN1CCN,33.51647662,4,6.103355373,9,124.10300000000001,1,4,1,1
9665,9665,OC1=CNN=C1CC#C,OC1CNNC1CCC,84.84762713,4,6.196727589,9,122.12699999999998,1,2,1,2
